InvoiceNo,StockCode,ProductName,Category,Quantity,UnitPrice,TotalSales,InvoiceDate,CustomerID,CustomerName,Country,PaymentMethod
INV100679,P010,Desk Lamp,Home,5,22.5,112.5,2025-02-28 05:42:00,1049,Customer_1049,Australia,Credit Card
INV100680,P009,Bluetooth Speaker,Electronics,8,39.99,319.92,2025-10-09 02:18:00,1165,Customer_1165,Germany,Credit Card
INV100681,P005,Headphones,Electronics,2,45.99,91.98,2025-10-25 15:21:00,1050,Customer_1050,UK,Debit Card
INV100682,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-11-14 02:57:00,1072,Customer_1072,USA,UPI
INV100683,P008,Power Bank,Accessories,8,29.99,239.92,2025-11-12 21:19:00,1084,Customer_1084,Germany,Net Banking
INV100684,P003,USB Cable,Accessories,10,5.99,59.9,2025-07-06 10:27:00,1145,Customer_1145,USA,Credit Card
INV100685,P006,Webcam,Electronics,4,55.0,220.0,2025-12-31 23:41:00,1056,Customer_1056,Canada,UPI
INV100686,P006,Webcam,Electronics,3,55.0,165.0,2025-06-19 15:29:00,1173,Customer_1173,Canada,UPI
INV100687,P005,Headphones,Electronics,8,45.99,367.92,2025-02-25 05:41:00,1141,Customer_1141,Australia,Credit Card
INV100688,P005,Headphones,Electronics,3,45.99,137.97,2025-04-11 08:46:00,1137,Customer_1137,Germany,Credit Card
INV100689,P002,Keyboard,Electronics,1,25.5,25.5,2025-11-20 00:52:00,1129,Customer_1129,Australia,Net Banking
INV100690,P007,Monitor,Electronics,10,150.0,1500.0,2025-01-19 17:16:00,1054,Customer_1054,Australia,Net Banking
INV100691,P008,Power Bank,Accessories,3,29.99,89.97,2025-07-20 07:57:00,1093,Customer_1093,Australia,UPI
INV100692,P003,USB Cable,Accessories,8,5.99,47.92,2025-09-19 02:25:00,1128,Customer_1128,UK,Net Banking
INV100693,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-12-17 05:48:00,1157,Customer_1157,Australia,Debit Card
INV100694,P008,Power Bank,Accessories,3,29.99,89.97,2025-10-17 18:42:00,1045,Customer_1045,USA,PayPal
INV100695,P006,Webcam,Electronics,1,55.0,55.0,2025-09-07 07:04:00,1056,Customer_1056,UK,UPI
INV100696,P004,Laptop Stand,Accessories,1,35.0,35.0,2025-04-16 16:58:00,1171,Customer_1171,UK,PayPal
INV100697,P008,Power Bank,Accessories,8,29.99,239.92,2025-01-21 20:20:00,1011,Customer_1011,India,Net Banking
INV100698,P005,Headphones,Electronics,5,45.99,229.95,2025-10-06 18:11:00,1148,Customer_1148,Canada,PayPal
INV100699,P006,Webcam,Electronics,10,55.0,550.0,2025-02-09 16:16:00,1167,Customer_1167,Canada,Debit Card
INV100700,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-06-26 15:50:00,1090,Customer_1090,Canada,Net Banking
INV100701,P001,Wireless Mouse,Electronics,9,15.99,143.91,2025-08-14 05:14:00,1035,Customer_1035,India,Net Banking
INV100702,P005,Headphones,Electronics,4,45.99,183.96,2025-04-06 05:23:00,1038,Customer_1038,Australia,Credit Card
INV100703,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-02-28 15:43:00,1084,Customer_1084,Canada,PayPal
INV100704,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-11-28 13:01:00,1041,Customer_1041,USA,Credit Card
INV100705,P003,USB Cable,Accessories,10,5.99,59.9,2025-03-24 04:40:00,1151,Customer_1151,Australia,Credit Card
INV100706,P010,Desk Lamp,Home,3,22.5,67.5,2025-03-27 08:59:00,1014,Customer_1014,USA,Net Banking
INV100707,P007,Monitor,Electronics,10,150.0,1500.0,2025-11-23 00:56:00,1144,Customer_1144,Germany,UPI
INV100708,P002,Keyboard,Electronics,4,25.5,102.0,2025-11-07 15:55:00,1114,Customer_1114,Canada,Debit Card
INV100709,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-03-15 18:52:00,1153,Customer_1153,USA,Net Banking
INV100710,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-12-18 10:59:00,1042,Customer_1042,Canada,Net Banking
INV100711,P010,Desk Lamp,Home,2,22.5,45.0,2025-07-13 12:08:00,1058,Customer_1058,India,Credit Card
INV100712,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-12-17 13:52:00,1129,Customer_1129,USA,Net Banking
INV100713,P002,Keyboard,Electronics,3,25.5,76.5,2025-11-11 19:02:00,1121,Customer_1121,Australia,Net Banking
INV100714,P002,Keyboard,Electronics,2,25.5,51.0,2025-12-04 04:57:00,1123,Customer_1123,Australia,Net Banking
INV100715,P001,Wireless Mouse,Electronics,7,15.99,111.93,2025-08-04 11:55:00,1133,Customer_1133,India,Net Banking
INV100716,P007,Monitor,Electronics,4,150.0,600.0,2025-07-15 11:37:00,1123,Customer_1123,Germany,Net Banking
INV100717,P002,Keyboard,Electronics,7,25.5,178.5,2025-05-11 15:49:00,1034,Customer_1034,USA,Credit Card
INV100718,P005,Headphones,Electronics,10,45.99,459.9,2025-07-29 08:12:00,1139,Customer_1139,India,Credit Card
INV100719,P010,Desk Lamp,Home,9,22.5,202.5,2025-09-24 00:24:00,1030,Customer_1030,Germany,Debit Card
INV100720,P006,Webcam,Electronics,7,55.0,385.0,2025-02-24 04:27:00,1092,Customer_1092,Germany,Net Banking
INV100721,P005,Headphones,Electronics,5,45.99,229.95,2025-08-05 18:23:00,1137,Customer_1137,Australia,UPI
INV100722,P007,Monitor,Electronics,4,150.0,600.0,2025-10-10 17:30:00,1105,Customer_1105,USA,UPI
INV100723,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-05-10 09:36:00,1123,Customer_1123,UK,PayPal
INV100724,P003,USB Cable,Accessories,2,5.99,11.98,2025-04-28 14:50:00,1191,Customer_1191,Germany,Debit Card
INV100725,P002,Keyboard,Electronics,4,25.5,102.0,2025-07-25 10:51:00,1130,Customer_1130,Australia,Net Banking
INV100726,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-11-22 00:51:00,1099,Customer_1099,India,Debit Card
INV100727,P008,Power Bank,Accessories,10,29.99,299.9,2025-02-15 02:16:00,1111,Customer_1111,USA,UPI
INV100728,P002,Keyboard,Electronics,10,25.5,255.0,2025-07-16 12:39:00,1009,Customer_1009,Germany,Net Banking
INV100729,P005,Headphones,Electronics,10,45.99,459.9,2025-03-31 20:31:00,1014,Customer_1014,Canada,Credit Card
INV100730,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-04-10 01:50:00,1073,Customer_1073,Australia,Net Banking
INV100731,P009,Bluetooth Speaker,Electronics,4,39.99,159.96,2025-03-28 21:02:00,1157,Customer_1157,UK,Debit Card
INV100732,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-05-22 12:22:00,1022,Customer_1022,Germany,PayPal
INV100733,P007,Monitor,Electronics,10,150.0,1500.0,2025-09-23 00:47:00,1051,Customer_1051,Germany,Credit Card
INV100734,P002,Keyboard,Electronics,9,25.5,229.5,2025-10-14 18:22:00,1072,Customer_1072,UK,UPI
INV100735,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-08-21 12:36:00,1049,Customer_1049,India,UPI
INV100736,P003,USB Cable,Accessories,7,5.99,41.93,2025-02-24 17:04:00,1129,Customer_1129,Australia,UPI
INV100737,P006,Webcam,Electronics,2,55.0,110.0,2025-05-12 17:52:00,1131,Customer_1131,Australia,UPI
INV100738,P008,Power Bank,Accessories,7,29.99,209.93,2025-09-05 07:48:00,1144,Customer_1144,UK,PayPal
INV100739,P008,Power Bank,Accessories,10,29.99,299.9,2025-09-04 03:16:00,1007,Customer_1007,India,PayPal
INV100740,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-07-31 11:33:00,1080,Customer_1080,Australia,Credit Card
INV100741,P005,Headphones,Electronics,4,45.99,183.96,2025-02-17 12:43:00,1073,Customer_1073,Germany,UPI
INV100742,P002,Keyboard,Electronics,9,25.5,229.5,2025-09-01 10:22:00,1045,Customer_1045,USA,Net Banking
INV100743,P005,Headphones,Electronics,3,45.99,137.97,2025-12-16 06:31:00,1191,Customer_1191,Germany,Debit Card
INV100744,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-04-16 07:12:00,1067,Customer_1067,USA,Net Banking
INV100745,P006,Webcam,Electronics,3,55.0,165.0,2025-02-24 03:58:00,1199,Customer_1199,India,PayPal
INV100746,P010,Desk Lamp,Home,1,22.5,22.5,2025-10-05 01:54:00,1195,Customer_1195,Canada,UPI
INV100747,P010,Desk Lamp,Home,6,22.5,135.0,2025-10-22 08:31:00,1126,Customer_1126,USA,Net Banking
INV100748,P005,Headphones,Electronics,7,45.99,321.93,2025-10-23 04:03:00,1056,Customer_1056,Australia,PayPal
INV100749,P008,Power Bank,Accessories,9,29.99,269.91,2025-09-15 11:25:00,1008,Customer_1008,Germany,Debit Card
INV100750,P008,Power Bank,Accessories,2,29.99,59.98,2025-09-23 14:20:00,1178,Customer_1178,Germany,Credit Card
INV100751,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-10-25 03:20:00,1097,Customer_1097,UK,Net Banking
INV100752,P005,Headphones,Electronics,3,45.99,137.97,2025-05-15 07:17:00,1140,Customer_1140,Canada,Net Banking
INV100753,P006,Webcam,Electronics,6,55.0,330.0,2025-09-13 13:13:00,1047,Customer_1047,Canada,UPI
INV100754,P006,Webcam,Electronics,7,55.0,385.0,2025-08-19 05:36:00,1071,Customer_1071,USA,Net Banking
INV100755,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-05-19 07:35:00,1184,Customer_1184,Canada,PayPal
INV100756,P004,Laptop Stand,Accessories,3,35.0,105.0,2025-03-18 15:51:00,1189,Customer_1189,India,Debit Card
INV100757,P007,Monitor,Electronics,8,150.0,1200.0,2025-11-19 16:34:00,1034,Customer_1034,Germany,UPI
INV100758,P008,Power Bank,Accessories,5,29.99,149.95,2025-10-15 18:03:00,1064,Customer_1064,Canada,Credit Card
INV100759,P003,USB Cable,Accessories,1,5.99,5.99,2025-05-11 15:53:00,1055,Customer_1055,Germany,Credit Card
INV100760,P008,Power Bank,Accessories,6,29.99,179.94,2025-07-04 11:35:00,1066,Customer_1066,Australia,UPI
INV100761,P006,Webcam,Electronics,1,55.0,55.0,2025-03-04 11:55:00,1105,Customer_1105,Germany,Net Banking
INV100762,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-11-29 20:34:00,1147,Customer_1147,USA,UPI
INV100763,P006,Webcam,Electronics,6,55.0,330.0,2025-09-19 15:49:00,1172,Customer_1172,Germany,PayPal
INV100764,P002,Keyboard,Electronics,7,25.5,178.5,2025-05-27 14:40:00,1157,Customer_1157,USA,Debit Card
INV100765,P006,Webcam,Electronics,7,55.0,385.0,2025-11-10 18:25:00,1161,Customer_1161,India,Credit Card
INV100766,P003,USB Cable,Accessories,6,5.99,35.94,2025-06-10 10:41:00,1058,Customer_1058,UK,UPI
INV100767,P010,Desk Lamp,Home,7,22.5,157.5,2025-08-16 11:47:00,1069,Customer_1069,Australia,Net Banking
INV100768,P008,Power Bank,Accessories,7,29.99,209.93,2025-04-05 00:08:00,1042,Customer_1042,Germany,Debit Card
INV100769,P005,Headphones,Electronics,2,45.99,91.98,2025-03-27 12:06:00,1053,Customer_1053,India,Credit Card
INV100770,P008,Power Bank,Accessories,9,29.99,269.91,2025-01-14 12:33:00,1013,Customer_1013,India,Credit Card
INV100771,P005,Headphones,Electronics,10,45.99,459.9,2025-02-13 20:59:00,1039,Customer_1039,Canada,UPI
INV100772,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-05-26 14:40:00,1188,Customer_1188,USA,Debit Card
INV100773,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-01-18 21:22:00,1007,Customer_1007,UK,PayPal
INV100774,P008,Power Bank,Accessories,9,29.99,269.91,2025-10-08 14:08:00,1069,Customer_1069,Germany,Net Banking
INV100775,P003,USB Cable,Accessories,10,5.99,59.9,2025-08-22 20:47:00,1152,Customer_1152,Germany,Net Banking
INV100776,P007,Monitor,Electronics,9,150.0,1350.0,2025-11-24 17:19:00,1163,Customer_1163,UK,PayPal
INV100777,P009,Bluetooth Speaker,Electronics,4,39.99,159.96,2025-08-15 09:23:00,1022,Customer_1022,Canada,UPI
INV100778,P003,USB Cable,Accessories,5,5.99,29.95,2025-01-01 16:52:00,1002,Customer_1002,USA,UPI
INV100779,P005,Headphones,Electronics,8,45.99,367.92,2025-01-05 22:59:00,1136,Customer_1136,Canada,PayPal
INV100780,P005,Headphones,Electronics,1,45.99,45.99,2025-08-09 09:38:00,1196,Customer_1196,USA,Credit Card
INV100781,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-07-30 17:27:00,1048,Customer_1048,Canada,Debit Card
INV100782,P003,USB Cable,Accessories,7,5.99,41.93,2025-04-23 08:05:00,1096,Customer_1096,Canada,Debit Card
INV100783,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-12-17 08:18:00,1177,Customer_1177,Germany,Net Banking
INV100784,P005,Headphones,Electronics,7,45.99,321.93,2025-02-05 05:08:00,1048,Customer_1048,UK,Credit Card
INV100785,P008,Power Bank,Accessories,10,29.99,299.9,2025-05-20 22:39:00,1115,Customer_1115,Canada,Debit Card
INV100786,P006,Webcam,Electronics,1,55.0,55.0,2025-01-26 17:01:00,1038,Customer_1038,USA,Credit Card
INV100787,P005,Headphones,Electronics,5,45.99,229.95,2025-08-13 23:00:00,1032,Customer_1032,USA,Credit Card
INV100788,P003,USB Cable,Accessories,1,5.99,5.99,2025-04-22 10:26:00,1126,Customer_1126,UK,PayPal
INV100789,P006,Webcam,Electronics,8,55.0,440.0,2025-01-17 10:05:00,1178,Customer_1178,USA,Credit Card
INV100790,P005,Headphones,Electronics,7,45.99,321.93,2025-10-06 15:11:00,1018,Customer_1018,USA,UPI
INV100791,P007,Monitor,Electronics,1,150.0,150.0,2025-05-08 12:49:00,1031,Customer_1031,Canada,Debit Card
INV100792,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-02-18 16:42:00,1117,Customer_1117,USA,PayPal
INV100793,P007,Monitor,Electronics,5,150.0,750.0,2025-03-23 20:46:00,1082,Customer_1082,India,Net Banking
INV100794,P009,Bluetooth Speaker,Electronics,2,39.99,79.98,2025-09-04 20:19:00,1064,Customer_1064,USA,UPI
INV100795,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-05-01 20:27:00,1028,Customer_1028,UK,Credit Card
INV100796,P003,USB Cable,Accessories,5,5.99,29.95,2025-03-03 12:50:00,1149,Customer_1149,USA,Credit Card
INV100797,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-12-20 15:44:00,1200,Customer_1200,Australia,Debit Card
INV100798,P006,Webcam,Electronics,2,55.0,110.0,2025-03-22 15:05:00,1063,Customer_1063,Germany,Net Banking
INV100799,P006,Webcam,Electronics,1,55.0,55.0,2025-07-02 20:09:00,1015,Customer_1015,Germany,Net Banking
INV100800,P002,Keyboard,Electronics,3,25.5,76.5,2025-04-30 10:35:00,1124,Customer_1124,Germany,UPI
INV100801,P008,Power Bank,Accessories,4,29.99,119.96,2025-12-19 12:22:00,1005,Customer_1005,Germany,Debit Card
INV100802,P005,Headphones,Electronics,1,45.99,45.99,2025-12-28 14:35:00,1124,Customer_1124,UK,Net Banking
INV100803,P008,Power Bank,Accessories,4,29.99,119.96,2025-04-06 17:22:00,1145,Customer_1145,UK,PayPal
INV100804,P005,Headphones,Electronics,10,45.99,459.9,2025-03-24 02:33:00,1141,Customer_1141,USA,PayPal
INV100805,P005,Headphones,Electronics,5,45.99,229.95,2025-07-07 14:00:00,1138,Customer_1138,Germany,Net Banking
INV100806,P007,Monitor,Electronics,3,150.0,450.0,2025-11-14 11:49:00,1004,Customer_1004,Australia,Debit Card
INV100807,P006,Webcam,Electronics,2,55.0,110.0,2025-10-03 12:12:00,1168,Customer_1168,Australia,PayPal
INV100808,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-05-25 10:26:00,1156,Customer_1156,Germany,UPI
INV100809,P002,Keyboard,Electronics,2,25.5,51.0,2025-12-04 02:02:00,1133,Customer_1133,USA,Debit Card
INV100810,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-09-06 06:06:00,1027,Customer_1027,India,Net Banking
INV100811,P007,Monitor,Electronics,8,150.0,1200.0,2025-11-16 22:37:00,1134,Customer_1134,UK,Credit Card
INV100812,P006,Webcam,Electronics,4,55.0,220.0,2025-02-06 00:59:00,1155,Customer_1155,USA,PayPal
INV100813,P002,Keyboard,Electronics,8,25.5,204.0,2025-02-01 11:35:00,1163,Customer_1163,Germany,PayPal
INV100814,P006,Webcam,Electronics,1,55.0,55.0,2025-05-17 16:02:00,1157,Customer_1157,Germany,Credit Card
INV100815,P005,Headphones,Electronics,2,45.99,91.98,2025-09-23 03:06:00,1055,Customer_1055,Germany,Debit Card
INV100816,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-04-09 16:42:00,1048,Customer_1048,USA,Net Banking
INV100817,P003,USB Cable,Accessories,9,5.99,53.91,2025-10-13 13:47:00,1191,Customer_1191,India,Net Banking
INV100818,P006,Webcam,Electronics,8,55.0,440.0,2025-12-07 13:56:00,1179,Customer_1179,India,Debit Card
INV100819,P003,USB Cable,Accessories,9,5.99,53.91,2025-09-16 10:42:00,1102,Customer_1102,USA,Net Banking
INV100820,P010,Desk Lamp,Home,8,22.5,180.0,2025-06-11 17:20:00,1090,Customer_1090,UK,PayPal
INV100821,P007,Monitor,Electronics,6,150.0,900.0,2025-05-04 18:34:00,1155,Customer_1155,USA,PayPal
INV100822,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-08-20 14:25:00,1092,Customer_1092,India,Credit Card
INV100823,P005,Headphones,Electronics,10,45.99,459.9,2025-09-23 04:56:00,1004,Customer_1004,UK,Credit Card
INV100824,P005,Headphones,Electronics,4,45.99,183.96,2025-06-11 00:49:00,1054,Customer_1054,Germany,UPI
INV100825,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-10-20 18:09:00,1142,Customer_1142,India,Credit Card
INV100826,P008,Power Bank,Accessories,6,29.99,179.94,2025-03-12 08:23:00,1039,Customer_1039,Australia,Debit Card
INV100827,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-02-17 18:25:00,1076,Customer_1076,Australia,Debit Card
INV100828,P002,Keyboard,Electronics,6,25.5,153.0,2025-03-30 15:52:00,1123,Customer_1123,Germany,Net Banking
INV100829,P002,Keyboard,Electronics,10,25.5,255.0,2025-06-03 01:46:00,1164,Customer_1164,Australia,PayPal
INV100830,P002,Keyboard,Electronics,1,25.5,25.5,2025-06-21 11:56:00,1197,Customer_1197,Canada,PayPal
INV100831,P002,Keyboard,Electronics,4,25.5,102.0,2025-12-01 19:59:00,1191,Customer_1191,India,PayPal
INV100832,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-01-22 10:34:00,1134,Customer_1134,Australia,Debit Card
INV100833,P006,Webcam,Electronics,9,55.0,495.0,2025-04-24 04:03:00,1178,Customer_1178,Germany,PayPal
INV100834,P008,Power Bank,Accessories,10,29.99,299.9,2025-09-16 02:14:00,1147,Customer_1147,Canada,UPI
INV100835,P007,Monitor,Electronics,3,150.0,450.0,2025-06-22 02:30:00,1033,Customer_1033,Australia,Credit Card
INV100836,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-02-13 12:32:00,1067,Customer_1067,Canada,Debit Card
INV100837,P003,USB Cable,Accessories,8,5.99,47.92,2025-04-12 15:25:00,1143,Customer_1143,Germany,Net Banking
INV100838,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-09-26 07:15:00,1157,Customer_1157,India,UPI
INV100839,P007,Monitor,Electronics,6,150.0,900.0,2025-10-22 02:07:00,1175,Customer_1175,Germany,PayPal
INV100840,P007,Monitor,Electronics,6,150.0,900.0,2025-04-08 10:22:00,1089,Customer_1089,Australia,Credit Card
INV100841,P005,Headphones,Electronics,3,45.99,137.97,2025-11-12 14:39:00,1089,Customer_1089,USA,PayPal
INV100842,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-12-17 11:09:00,1051,Customer_1051,Germany,Credit Card
INV100843,P002,Keyboard,Electronics,1,25.5,25.5,2025-11-14 04:55:00,1062,Customer_1062,UK,Credit Card
INV100844,P006,Webcam,Electronics,2,55.0,110.0,2025-08-19 15:01:00,1078,Customer_1078,UK,Debit Card
INV100845,P009,Bluetooth Speaker,Electronics,4,39.99,159.96,2025-10-07 16:48:00,1052,Customer_1052,UK,Net Banking
INV100846,P008,Power Bank,Accessories,10,29.99,299.9,2025-03-14 22:44:00,1186,Customer_1186,Germany,Credit Card
INV100847,P007,Monitor,Electronics,10,150.0,1500.0,2025-09-27 01:16:00,1169,Customer_1169,USA,Credit Card
INV100848,P005,Headphones,Electronics,4,45.99,183.96,2025-11-13 08:03:00,1178,Customer_1178,Canada,Credit Card
INV100849,P002,Keyboard,Electronics,7,25.5,178.5,2025-05-19 21:54:00,1169,Customer_1169,Germany,UPI
INV100850,P002,Keyboard,Electronics,1,25.5,25.5,2025-11-29 12:14:00,1074,Customer_1074,Canada,Net Banking
INV100851,P002,Keyboard,Electronics,6,25.5,153.0,2025-11-02 17:05:00,1124,Customer_1124,USA,Debit Card
INV100852,P009,Bluetooth Speaker,Electronics,8,39.99,319.92,2025-12-31 00:02:00,1143,Customer_1143,USA,Net Banking
INV100853,P005,Headphones,Electronics,6,45.99,275.94,2025-07-21 23:10:00,1125,Customer_1125,India,UPI
INV100854,P006,Webcam,Electronics,6,55.0,330.0,2025-06-04 07:32:00,1160,Customer_1160,UK,Credit Card
INV100855,P005,Headphones,Electronics,7,45.99,321.93,2025-10-12 08:14:00,1007,Customer_1007,USA,UPI
INV100856,P007,Monitor,Electronics,3,150.0,450.0,2025-07-15 16:43:00,1022,Customer_1022,Australia,Debit Card
INV100857,P007,Monitor,Electronics,4,150.0,600.0,2025-03-20 13:19:00,1146,Customer_1146,Australia,UPI
INV100858,P008,Power Bank,Accessories,9,29.99,269.91,2025-04-16 20:08:00,1033,Customer_1033,Australia,Net Banking
INV100859,P004,Laptop Stand,Accessories,3,35.0,105.0,2025-12-19 22:57:00,1079,Customer_1079,Australia,Debit Card
INV100860,P007,Monitor,Electronics,3,150.0,450.0,2025-10-17 05:20:00,1167,Customer_1167,India,Net Banking
INV100861,P009,Bluetooth Speaker,Electronics,2,39.99,79.98,2025-06-12 04:46:00,1047,Customer_1047,India,UPI
INV100862,P007,Monitor,Electronics,7,150.0,1050.0,2025-08-15 23:59:00,1077,Customer_1077,Germany,UPI
INV100863,P003,USB Cable,Accessories,4,5.99,23.96,2025-03-09 05:01:00,1027,Customer_1027,Australia,Net Banking
INV100864,P005,Headphones,Electronics,10,45.99,459.9,2025-11-10 07:38:00,1145,Customer_1145,USA,Debit Card
INV100865,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-12-19 15:08:00,1020,Customer_1020,Australia,Net Banking
INV100866,P008,Power Bank,Accessories,6,29.99,179.94,2025-07-18 15:30:00,1047,Customer_1047,USA,Debit Card
INV100867,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-07-29 00:59:00,1008,Customer_1008,UK,PayPal
INV100868,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-04-15 02:11:00,1193,Customer_1193,Canada,Net Banking
INV100869,P008,Power Bank,Accessories,6,29.99,179.94,2025-05-07 13:25:00,1117,Customer_1117,India,Net Banking
INV100870,P007,Monitor,Electronics,6,150.0,900.0,2025-11-10 23:36:00,1100,Customer_1100,Australia,Net Banking
INV100871,P009,Bluetooth Speaker,Electronics,1,39.99,39.99,2025-02-25 14:29:00,1133,Customer_1133,India,Debit Card
INV100872,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-01-21 17:24:00,1101,Customer_1101,Australia,Credit Card
INV100873,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-07-23 09:49:00,1112,Customer_1112,UK,PayPal
INV100874,P003,USB Cable,Accessories,7,5.99,41.93,2025-11-10 01:44:00,1075,Customer_1075,Australia,Debit Card
INV100875,P008,Power Bank,Accessories,8,29.99,239.92,2025-09-14 03:11:00,1023,Customer_1023,Australia,Net Banking
INV100876,P003,USB Cable,Accessories,7,5.99,41.93,2025-06-15 14:01:00,1105,Customer_1105,USA,PayPal
INV100877,P010,Desk Lamp,Home,4,22.5,90.0,2025-02-16 08:20:00,1116,Customer_1116,Germany,Debit Card
INV100878,P002,Keyboard,Electronics,2,25.5,51.0,2025-12-28 14:40:00,1029,Customer_1029,UK,Credit Card
INV100879,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-09-19 19:10:00,1186,Customer_1186,Canada,Net Banking
INV100880,P007,Monitor,Electronics,1,150.0,150.0,2025-03-29 10:36:00,1196,Customer_1196,Germany,Debit Card
INV100881,P003,USB Cable,Accessories,3,5.99,17.97,2025-12-31 01:26:00,1045,Customer_1045,UK,UPI
INV100882,P008,Power Bank,Accessories,5,29.99,149.95,2025-04-03 03:57:00,1160,Customer_1160,USA,Debit Card
INV100883,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-05-10 00:29:00,1195,Customer_1195,Canada,PayPal
INV100884,P009,Bluetooth Speaker,Electronics,1,39.99,39.99,2025-09-10 07:13:00,1155,Customer_1155,Australia,PayPal
INV100885,P008,Power Bank,Accessories,7,29.99,209.93,2025-02-10 19:38:00,1113,Customer_1113,India,Debit Card
INV100886,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-11-18 17:52:00,1158,Customer_1158,USA,Credit Card
INV100887,P003,USB Cable,Accessories,3,5.99,17.97,2025-12-01 11:02:00,1014,Customer_1014,USA,Credit Card
INV100888,P010,Desk Lamp,Home,10,22.5,225.0,2025-06-19 02:03:00,1076,Customer_1076,India,PayPal
INV100889,P003,USB Cable,Accessories,3,5.99,17.97,2025-05-26 19:42:00,1172,Customer_1172,Germany,Net Banking
INV100890,P010,Desk Lamp,Home,9,22.5,202.5,2025-08-22 23:37:00,1045,Customer_1045,UK,Credit Card
INV100891,P002,Keyboard,Electronics,5,25.5,127.5,2025-07-08 12:52:00,1082,Customer_1082,India,PayPal
INV100892,P009,Bluetooth Speaker,Electronics,2,39.99,79.98,2025-08-30 04:07:00,1074,Customer_1074,Germany,UPI
INV100893,P006,Webcam,Electronics,9,55.0,495.0,2025-09-26 06:44:00,1105,Customer_1105,USA,Net Banking
INV100894,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-11-19 16:05:00,1146,Customer_1146,Canada,Net Banking
INV100895,P005,Headphones,Electronics,7,45.99,321.93,2025-06-12 08:33:00,1155,Customer_1155,Australia,Net Banking
INV100896,P006,Webcam,Electronics,3,55.0,165.0,2025-10-16 15:33:00,1157,Customer_1157,Germany,PayPal
INV100897,P008,Power Bank,Accessories,3,29.99,89.97,2025-04-30 22:18:00,1156,Customer_1156,USA,Credit Card
INV100898,P002,Keyboard,Electronics,1,25.5,25.5,2025-11-17 03:47:00,1119,Customer_1119,USA,Net Banking
INV100899,P007,Monitor,Electronics,7,150.0,1050.0,2025-06-20 11:35:00,1011,Customer_1011,Germany,Debit Card
INV100900,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-05-25 08:50:00,1176,Customer_1176,India,UPI
INV100901,P005,Headphones,Electronics,9,45.99,413.91,2025-06-15 00:07:00,1140,Customer_1140,Germany,UPI
INV100902,P006,Webcam,Electronics,7,55.0,385.0,2025-10-19 19:01:00,1185,Customer_1185,USA,Debit Card
INV100903,P006,Webcam,Electronics,6,55.0,330.0,2025-09-03 15:51:00,1172,Customer_1172,India,Debit Card
INV100904,P008,Power Bank,Accessories,3,29.99,89.97,2025-08-24 17:57:00,1160,Customer_1160,UK,PayPal
